,round,accuracy,alpha,repetition,alpha_norm
22,22,0.5132,100,8,2.0
23,23,0.5085,100,8,2.0
24,24,0.5089,100,8,2.0
25,25,0.5053,100,8,2.0
26,26,0.5053,100,8,2.0
27,27,0.5012,100,8,2.0
28,28,0.4971,100,8,2.0
29,29,0.4958,100,8,2.0
30,30,0.4989,100,8,2.0
31,31,0.4992,100,8,2.0
32,32,0.4956,100,8,2.0
33,33,0.4959,100,8,2.0
34,34,0.4948,100,8,2.0
35,35,0.4919,100,8,2.0
36,36,0.4915,100,8,2.0
37,37,0.4898,100,8,2.0
38,38,0.4889,100,8,2.0
39,39,0.4893,100,8,2.0
40,40,0.4876,100,8,2.0
0,0,0.0621,1000,1,3.0
1,1,0.2013,1000,1,3.0
2,2,0.3521,1000,1,3.0
3,3,0.4057,1000,1,3.0
4,4,0.4395,1000,1,3.0
5,5,0.4611,1000,1,3.0
6,6,0.4797,1000,1,3.0
7,7,0.4939,1000,1,3.0
8,8,0.4992,1000,1,3.0
9,9,0.5063,1000,1,3.0
10,10,0.5088,1000,1,3.0
11,11,0.5112,1000,1,3.0
12,12,0.5143,1000,1,3.0
13,13,0.5112,1000,1,3.0
14,14,0.5134,1000,1,3.0
15,15,0.509,1000,1,3.0
16,16,0.5203,1000,1,3.0
17,17,0.5144,1000,1,3.0
18,18,0.5074,1000,1,3.0
19,19,0.5096,1000,1,3.0
20,20,0.5101,1000,1,3.0
21,21,0.5086,1000,1,3.0
22,22,0.5068,1000,1,3.0
23,23,0.5019,1000,1,3.0
24,24,0.4994,1000,1,3.0
25,25,0.4986,1000,1,3.0
26,26,0.4955,1000,1,3.0
27,27,0.4925,1000,1,3.0
28,28,0.4928,1000,1,3.0
29,29,0.4914,1000,1,3.0
30,30,0.4909,1000,1,3.0
31,31,0.4886,1000,1,3.0
32,32,0.4826,1000,1,3.0
33,33,0.4821,1000,1,3.0
34,34,0.4822,1000,1,3.0
35,35,0.4808,1000,1,3.0
36,36,0.4767,1000,1,3.0
37,37,0.4815,1000,1,3.0
38,38,0.4782,1000,1,3.0
39,39,0.4787,1000,1,3.0
40,40,0.4745,1000,1,3.0
0,0,0.0472,10,5,1.0
1,1,0.206,10,5,1.0
2,2,0.3385,10,5,1.0
3,3,0.4024,10,5,1.0
4,4,0.438,10,5,1.0
5,5,0.471,10,5,1.0
6,6,0.4857,10,5,1.0
7,7,0.5039,10,5,1.0
8,8,0.5053,10,5,1.0
9,9,0.5146,10,5,1.0
10,10,0.5137,10,5,1.0
11,11,0.5174,10,5,1.0
12,12,0.521,10,5,1.0
13,13,0.524,10,5,1.0
14,14,0.5173,10,5,1.0
15,15,0.5171,10,5,1.0
16,16,0.5139,10,5,1.0
17,17,0.5188,10,5,1.0
18,18,0.512,10,5,1.0
19,19,0.5101,10,5,1.0
20,20,0.514,10,5,1.0
21,21,0.5035,10,5,1.0
22,22,0.5056,10,5,1.0
23,23,0.503,10,5,1.0
24,24,0.4991,10,5,1.0
25,25,0.4953,10,5,1.0
26,26,0.4955,10,5,1.0
27,27,0.4911,10,5,1.0
28,28,0.4892,10,5,1.0
29,29,0.4912,10,5,1.0
30,30,0.4856,10,5,1.0
31,31,0.4862,10,5,1.0
32,32,0.483,10,5,1.0
33,33,0.4841,10,5,1.0
34,34,0.4887,10,5,1.0
35,35,0.4807,10,5,1.0
36,36,0.477,10,5,1.0
37,37,0.4786,10,5,1.0
38,38,0.4783,10,5,1.0
39,39,0.476,10,5,1.0
40,40,0.4719,10,5,1.0
0,0,0.0489,1000,0,3.0
1,1,0.2215,1000,0,3.0
2,2,0.3532,1000,0,3.0
3,3,0.4056,1000,0,3.0
4,4,0.44,1000,0,3.0
5,5,0.4658,1000,0,3.0
6,6,0.476,1000,0,3.0
7,7,0.49,1000,0,3.0
8,8,0.4975,1000,0,3.0
9,9,0.5015,1000,0,3.0
10,10,0.5048,1000,0,3.0
11,11,0.5046,1000,0,3.0
12,12,0.5106,1000,0,3.0
13,13,0.5089,1000,0,3.0
14,14,0.5066,1000,0,3.0
15,15,0.5005,1000,0,3.0
16,16,0.5013,1000,0,3.0
17,17,0.5035,1000,0,3.0
18,18,0.5,1000,0,3.0
19,19,0.4956,1000,0,3.0
20,20,0.4983,1000,0,3.0
21,21,0.4958,1000,0,3.0
22,22,0.4947,1000,0,3.0
23,23,0.4923,1000,0,3.0
24,24,0.4907,1000,0,3.0
25,25,0.4868,1000,0,3.0
26,26,0.4856,1000,0,3.0
27,27,0.4812,1000,0,3.0
28,28,0.48,1000,0,3.0
29,29,0.4771,1000,0,3.0
30,30,0.4795,1000,0,3.0
31,31,0.4794,1000,0,3.0
32,32,0.4745,1000,0,3.0
33,33,0.4743,1000,0,3.0
34,34,0.4774,1000,0,3.0
35,35,0.4722,1000,0,3.0
36,36,0.4727,1000,0,3.0
37,37,0.4673,1000,0,3.0
38,38,0.4707,1000,0,3.0
39,39,0.4676,1000,0,3.0
40,40,0.4711,1000,0,3.0
0,0,0.05,1,8,0.0
1,1,0.2008,1,8,0.0
2,2,0.332,1,8,0.0
3,3,0.3979,1,8,0.0
4,4,0.4333,1,8,0.0
5,5,0.4617,1,8,0.0
6,6,0.4825,1,8,0.0
7,7,0.4901,1,8,0.0
8,8,0.4961,1,8,0.0
9,9,0.5075,1,8,0.0
10,10,0.508,1,8,0.0
11,11,0.512,1,8,0.0
12,12,0.5169,1,8,0.0
13,13,0.5136,1,8,0.0
14,14,0.5099,1,8,0.0
15,15,0.504,1,8,0.0
16,16,0.5084,1,8,0.0
17,17,0.5014,1,8,0.0
18,18,0.5015,1,8,0.0
19,19,0.5036,1,8,0.0
20,20,0.4984,1,8,0.0
21,21,0.495,1,8,0.0
22,22,0.4976,1,8,0.0
23,23,0.4925,1,8,0.0
24,24,0.4868,1,8,0.0
25,25,0.4928,1,8,0.0
26,26,0.4887,1,8,0.0
27,27,0.4844,1,8,0.0
28,28,0.485,1,8,0.0
29,29,0.4806,1,8,0.0
30,30,0.4835,1,8,0.0
31,31,0.4868,1,8,0.0
32,32,0.4836,1,8,0.0
33,33,0.4775,1,8,0.0
34,34,0.4825,1,8,0.0
35,35,0.4741,1,8,0.0
36,36,0.4787,1,8,0.0
37,37,0.4781,1,8,0.0
38,38,0.4681,1,8,0.0
39,39,0.4788,1,8,0.0
40,40,0.4727,1,8,0.0
0,0,0.051,1000,2,3.0
1,1,0.2036,1000,2,3.0
2,2,0.3533,1000,2,3.0
3,3,0.3999,1000,2,3.0
4,4,0.4366,1000,2,3.0
5,5,0.4664,1000,2,3.0
6,6,0.4858,1000,2,3.0
7,7,0.4921,1000,2,3.0
8,8,0.5035,1000,2,3.0
9,9,0.5119,1000,2,3.0
10,10,0.5136,1000,2,3.0
11,11,0.5164,1000,2,3.0
12,12,0.5146,1000,2,3.0
13,13,0.5134,1000,2,3.0
14,14,0.5129,1000,2,3.0
15,15,0.5117,1000,2,3.0
16,16,0.51,1000,2,3.0
17,17,0.5053,1000,2,3.0
18,18,0.506,1000,2,3.0
19,19,0.5042,1000,2,3.0
20,20,0.4993,1000,2,3.0
21,21,0.4937,1000,2,3.0
22,22,0.498,1000,2,3.0
23,23,0.4919,1000,2,3.0
24,24,0.4953,1000,2,3.0
25,25,0.4877,1000,2,3.0
26,26,0.4857,1000,2,3.0
27,27,0.4879,1000,2,3.0
28,28,0.4861,1000,2,3.0
29,29,0.485,1000,2,3.0
30,30,0.4805,1000,2,3.0
31,31,0.4787,1000,2,3.0
32,32,0.4811,1000,2,3.0
33,33,0.4757,1000,2,3.0
34,34,0.4762,1000,2,3.0
35,35,0.4715,1000,2,3.0
36,36,0.476,1000,2,3.0
37,37,0.4725,1000,2,3.0
38,38,0.474,1000,2,3.0
39,39,0.4715,1000,2,3.0
40,40,0.4697,1000,2,3.0
0,0,0.05,100,1,2.0
1,1,0.1555,100,1,2.0
2,2,0.3372,100,1,2.0
3,3,0.389,100,1,2.0
4,4,0.4212,100,1,2.0
5,5,0.451,100,1,2.0
6,6,0.4648,100,1,2.0
7,7,0.478,100,1,2.0
8,8,0.4835,100,1,2.0
9,9,0.4901,100,1,2.0
10,10,0.4946,100,1,2.0
11,11,0.4977,100,1,2.0
12,12,0.5046,100,1,2.0
13,13,0.5032,100,1,2.0
14,14,0.5019,100,1,2.0
15,15,0.5039,100,1,2.0
16,16,0.5012,100,1,2.0
17,17,0.5021,100,1,2.0
18,18,0.4964,100,1,2.0
19,19,0.5023,100,1,2.0
20,20,0.4955,100,1,2.0
21,21,0.4968,100,1,2.0
22,22,0.4915,100,1,2.0
23,23,0.4905,100,1,2.0
24,24,0.4919,100,1,2.0
25,25,0.4859,100,1,2.0
26,26,0.4828,100,1,2.0
27,27,0.483,100,1,2.0
28,28,0.4846,100,1,2.0
29,29,0.4767,100,1,2.0
30,30,0.4789,100,1,2.0
31,31,0.4782,100,1,2.0
32,32,0.4787,100,1,2.0
33,33,0.4751,100,1,2.0
34,34,0.4751,100,1,2.0
35,35,0.4726,100,1,2.0
36,36,0.4694,100,1,2.0
37,37,0.4719,100,1,2.0
38,38,0.4715,100,1,2.0
39,39,0.4692,100,1,2.0
40,40,0.4699,100,1,2.0
0,0,0.0531,10,6,1.0
1,1,0.1743,10,6,1.0
2,2,0.3454,10,6,1.0
3,3,0.3978,10,6,1.0
4,4,0.4322,10,6,1.0
5,5,0.4626,10,6,1.0
6,6,0.4784,10,6,1.0
7,7,0.4924,10,6,1.0
8,8,0.501,10,6,1.0
9,9,0.5117,10,6,1.0
10,10,0.5089,10,6,1.0
11,11,0.5192,10,6,1.0
12,12,0.5159,10,6,1.0
13,13,0.5166,10,6,1.0
14,14,0.5159,10,6,1.0
15,15,0.5148,10,6,1.0
16,16,0.5115,10,6,1.0
17,17,0.5114,10,6,1.0
18,18,0.5091,10,6,1.0
19,19,0.5039,10,6,1.0
20,20,0.5038,10,6,1.0
21,21,0.4996,10,6,1.0
22,22,0.4977,10,6,1.0
23,23,0.4989,10,6,1.0
24,24,0.4928,10,6,1.0
25,25,0.4929,10,6,1.0
26,26,0.4922,10,6,1.0
27,27,0.4886,10,6,1.0
28,28,0.4918,10,6,1.0
29,29,0.4907,10,6,1.0
30,30,0.4849,10,6,1.0
31,31,0.4853,10,6,1.0
32,32,0.4815,10,6,1.0
33,33,0.4768,10,6,1.0
34,34,0.4804,10,6,1.0
35,35,0.4765,10,6,1.0
36,36,0.4762,10,6,1.0
37,37,0.4736,10,6,1.0
38,38,0.4769,10,6,1.0
39,39,0.4716,10,6,1.0
40,40,0.4768,10,6,1.0
0,0,0.0608,100,4,2.0
1,1,0.1797,100,4,2.0
2,2,0.3406,100,4,2.0
3,3,0.3979,100,4,2.0
4,4,0.4365,100,4,2.0
5,5,0.4604,100,4,2.0
6,6,0.4779,100,4,2.0
7,7,0.4911,100,4,2.0
8,8,0.5,100,4,2.0
9,9,0.5049,100,4,2.0
10,10,0.5097,100,4,2.0
11,11,0.5136,100,4,2.0
12,12,0.5162,100,4,2.0
13,13,0.5177,100,4,2.0
14,14,0.5162,100,4,2.0
15,15,0.5133,100,4,2.0
16,16,0.5095,100,4,2.0
17,17,0.513,100,4,2.0
18,18,0.5104,100,4,2.0
19,19,0.5062,100,4,2.0
20,20,0.5065,100,4,2.0
21,21,0.5042,100,4,2.0
22,22,0.4996,100,4,2.0
23,23,0.497,100,4,2.0
24,24,0.4986,100,4,2.0
25,25,0.4926,100,4,2.0
26,26,0.4921,100,4,2.0
27,27,0.4943,100,4,2.0
28,28,0.4887,100,4,2.0
29,29,0.4874,100,4,2.0
30,30,0.4863,100,4,2.0
31,31,0.4854,100,4,2.0
32,32,0.4812,100,4,2.0
33,33,0.4828,100,4,2.0
34,34,0.482,100,4,2.0
35,35,0.4835,100,4,2.0
36,36,0.48,100,4,2.0
37,37,0.4776,100,4,2.0
38,38,0.4761,100,4,2.0
39,39,0.4783,100,4,2.0
40,40,0.4744,100,4,2.0
0,0,0.0467,100,7,2.0
1,1,0.1698,100,7,2.0
2,2,0.3563,100,7,2.0
3,3,0.4171,100,7,2.0
4,4,0.4482,100,7,2.0
5,5,0.4805,100,7,2.0
6,6,0.492,100,7,2.0
7,7,0.5085,100,7,2.0
8,8,0.5135,100,7,2.0
9,9,0.5178,100,7,2.0
10,10,0.522,100,7,2.0
11,11,0.5239,100,7,2.0
12,12,0.5218,100,7,2.0
13,13,0.5218,100,7,2.0
14,14,0.5201,100,7,2.0
15,15,0.5183,100,7,2.0
16,16,0.5186,100,7,2.0
17,17,0.5126,100,7,2.0
18,18,0.512,100,7,2.0
19,19,0.5048,100,7,2.0
20,20,0.508,100,7,2.0
21,21,0.503,100,7,2.0
22,22,0.5053,100,7,2.0
23,23,0.501,100,7,2.0
24,24,0.5019,100,7,2.0
25,25,0.5018,100,7,2.0
26,26,0.4974,100,7,2.0
27,27,0.4905,100,7,2.0
28,28,0.494,100,7,2.0
29,29,0.4942,100,7,2.0
30,30,0.493,100,7,2.0
31,31,0.487,100,7,2.0
32,32,0.4864,100,7,2.0
33,33,0.4845,100,7,2.0
34,34,0.4821,100,7,2.0
35,35,0.4818,100,7,2.0
36,36,0.4809,100,7,2.0
37,37,0.4833,100,7,2.0
38,38,0.4777,100,7,2.0
39,39,0.4794,100,7,2.0
40,40,0.4764,100,7,2.0
0,0,0.0525,10,4,1.0
1,1,0.192,10,4,1.0
2,2,0.358,10,4,1.0
3,3,0.412,10,4,1.0
4,4,0.4495,10,4,1.0
5,5,0.4742,10,4,1.0
6,6,0.4911,10,4,1.0
7,7,0.501,10,4,1.0
8,8,0.5108,10,4,1.0
9,9,0.5064,10,4,1.0
10,10,0.5132,10,4,1.0
11,11,0.5158,10,4,1.0
12,12,0.5178,10,4,1.0
13,13,0.5207,10,4,1.0
14,14,0.5133,10,4,1.0
15,15,0.515,10,4,1.0
16,16,0.509,10,4,1.0
17,17,0.5073,10,4,1.0
18,18,0.5066,10,4,1.0
19,19,0.5046,10,4,1.0
20,20,0.5038,10,4,1.0
21,21,0.5032,10,4,1.0
22,22,0.4988,10,4,1.0
23,23,0.4922,10,4,1.0
24,24,0.497,10,4,1.0
25,25,0.4923,10,4,1.0
26,26,0.4911,10,4,1.0
27,27,0.4897,10,4,1.0
28,28,0.4888,10,4,1.0
29,29,0.4844,10,4,1.0
30,30,0.4836,10,4,1.0
31,31,0.4779,10,4,1.0
32,32,0.4772,10,4,1.0
33,33,0.4809,10,4,1.0
34,34,0.4773,10,4,1.0
35,35,0.4786,10,4,1.0
36,36,0.4752,10,4,1.0
37,37,0.4776,10,4,1.0
38,38,0.4735,10,4,1.0
39,39,0.4756,10,4,1.0
40,40,0.4719,10,4,1.0
0,0,0.0502,100,0,2.0
1,1,0.1728,100,0,2.0
2,2,0.3442,100,0,2.0
3,3,0.3897,100,0,2.0
4,4,0.4312,100,0,2.0
5,5,0.452,100,0,2.0
6,6,0.4775,100,0,2.0
7,7,0.4867,100,0,2.0
8,8,0.4976,100,0,2.0
9,9,0.5036,100,0,2.0
10,10,0.5071,100,0,2.0
11,11,0.5095,100,0,2.0
12,12,0.5168,100,0,2.0
13,13,0.5196,100,0,2.0
14,14,0.5128,100,0,2.0
15,15,0.5154,100,0,2.0
16,16,0.5144,100,0,2.0
17,17,0.5134,100,0,2.0
18,18,0.513,100,0,2.0
19,19,0.5073,100,0,2.0
20,20,0.508,100,0,2.0
21,21,0.5037,100,0,2.0
22,22,0.5053,100,0,2.0
23,23,0.5035,100,0,2.0
24,24,0.4999,100,0,2.0
25,25,0.4972,100,0,2.0
26,26,0.494,100,0,2.0
27,27,0.4953,100,0,2.0
28,28,0.4894,100,0,2.0
29,29,0.4888,100,0,2.0
30,30,0.4862,100,0,2.0
31,31,0.4849,100,0,2.0
32,32,0.4869,100,0,2.0
33,33,0.4846,100,0,2.0
34,34,0.4855,100,0,2.0
35,35,0.4854,100,0,2.0
36,36,0.4794,100,0,2.0
37,37,0.4774,100,0,2.0
38,38,0.4768,100,0,2.0
39,39,0.4761,100,0,2.0
40,40,0.473,100,0,2.0
0,0,0.0545,10,2,1.0
1,1,0.1861,10,2,1.0
2,2,0.3577,10,2,1.0
3,3,0.4149,10,2,1.0
4,4,0.4489,10,2,1.0
5,5,0.4778,10,2,1.0
6,6,0.4917,10,2,1.0
7,7,0.4991,10,2,1.0
8,8,0.511,10,2,1.0
9,9,0.5146,10,2,1.0
10,10,0.52,10,2,1.0
11,11,0.524,10,2,1.0
12,12,0.5163,10,2,1.0
13,13,0.5256,10,2,1.0
14,14,0.5222,10,2,1.0
15,15,0.5157,10,2,1.0
16,16,0.5125,10,2,1.0
17,17,0.5127,10,2,1.0
18,18,0.5097,10,2,1.0
19,19,0.5086,10,2,1.0
20,20,0.5034,10,2,1.0
21,21,0.5045,10,2,1.0
22,22,0.4991,10,2,1.0
23,23,0.4979,10,2,1.0
24,24,0.4987,10,2,1.0
25,25,0.4952,10,2,1.0
26,26,0.4882,10,2,1.0
27,27,0.4915,10,2,1.0
28,28,0.4937,10,2,1.0
29,29,0.4914,10,2,1.0
30,30,0.4884,10,2,1.0
31,31,0.4888,10,2,1.0
32,32,0.4836,10,2,1.0
33,33,0.4861,10,2,1.0
34,34,0.4849,10,2,1.0
35,35,0.4787,10,2,1.0
36,36,0.4842,10,2,1.0
37,37,0.4736,10,2,1.0
38,38,0.4793,10,2,1.0
39,39,0.4814,10,2,1.0
40,40,0.4759,10,2,1.0
0,0,0.0524,1,5,0.0
1,1,0.133,1,5,0.0
2,2,0.2868,1,5,0.0
3,3,0.3876,1,5,0.0
4,4,0.4278,1,5,0.0
5,5,0.4457,1,5,0.0
6,6,0.4724,1,5,0.0
7,7,0.4802,1,5,0.0
8,8,0.4872,1,5,0.0
9,9,0.4939,1,5,0.0
10,10,0.5043,1,5,0.0
11,11,0.511,1,5,0.0
12,12,0.5143,1,5,0.0
13,13,0.5141,1,5,0.0
14,14,0.5125,1,5,0.0
15,15,0.5155,1,5,0.0
16,16,0.5147,1,5,0.0
17,17,0.5107,1,5,0.0
18,18,0.5139,1,5,0.0
19,19,0.5066,1,5,0.0
20,20,0.5052,1,5,0.0
21,21,0.4994,1,5,0.0
22,22,0.4973,1,5,0.0
23,23,0.4955,1,5,0.0
24,24,0.4959,1,5,0.0
25,25,0.491,1,5,0.0
26,26,0.4929,1,5,0.0
27,27,0.488,1,5,0.0
28,28,0.4892,1,5,0.0
29,29,0.4873,1,5,0.0
30,30,0.4901,1,5,0.0
31,31,0.4802,1,5,0.0
32,32,0.4854,1,5,0.0
33,33,0.4747,1,5,0.0
34,34,0.478,1,5,0.0
35,35,0.4819,1,5,0.0
36,36,0.4774,1,5,0.0
37,37,0.4745,1,5,0.0
38,38,0.4763,1,5,0.0
39,39,0.4757,1,5,0.0
40,40,0.4703,1,5,0.0
0,0,0.0406,100,3,2.0
1,1,0.2098,100,3,2.0
2,2,0.3506,100,3,2.0
3,3,0.4017,100,3,2.0
4,4,0.4426,100,3,2.0
5,5,0.4716,100,3,2.0
6,6,0.4827,100,3,2.0
7,7,0.4938,100,3,2.0
8,8,0.5011,100,3,2.0
9,9,0.5085,100,3,2.0
10,10,0.5075,100,3,2.0
11,11,0.5104,100,3,2.0
12,12,0.519,100,3,2.0
13,13,0.5152,100,3,2.0
14,14,0.5223,100,3,2.0
15,15,0.5194,100,3,2.0
16,16,0.5176,100,3,2.0
17,17,0.5176,100,3,2.0
18,18,0.5119,100,3,2.0
19,19,0.5121,100,3,2.0
20,20,0.5119,100,3,2.0
21,21,0.5099,100,3,2.0
22,22,0.5012,100,3,2.0
23,23,0.5021,100,3,2.0
24,24,0.5015,100,3,2.0
25,25,0.5008,100,3,2.0
26,26,0.5001,100,3,2.0
27,27,0.4955,100,3,2.0
28,28,0.4981,100,3,2.0
29,29,0.4956,100,3,2.0
30,30,0.4863,100,3,2.0
31,31,0.4879,100,3,2.0
32,32,0.4865,100,3,2.0
33,33,0.4896,100,3,2.0
34,34,0.4851,100,3,2.0
35,35,0.4859,100,3,2.0
36,36,0.4843,100,3,2.0
37,37,0.4844,100,3,2.0
38,38,0.478,100,3,2.0
39,39,0.4801,100,3,2.0
40,40,0.4786,100,3,2.0
0,0,0.0447,100,2,2.0
1,1,0.1928,100,2,2.0
2,2,0.3543,100,2,2.0
3,3,0.4012,100,2,2.0
4,4,0.4382,100,2,2.0
5,5,0.4617,100,2,2.0
6,6,0.4722,100,2,2.0
7,7,0.4866,100,2,2.0
8,8,0.4866,100,2,2.0
9,9,0.4996,100,2,2.0
10,10,0.5074,100,2,2.0
11,11,0.502,100,2,2.0
12,12,0.5101,100,2,2.0
13,13,0.5063,100,2,2.0
14,14,0.5091,100,2,2.0
15,15,0.5071,100,2,2.0
16,16,0.5018,100,2,2.0
17,17,0.5023,100,2,2.0
18,18,0.5014,100,2,2.0
19,19,0.4971,100,2,2.0
20,20,0.4961,100,2,2.0
21,21,0.49,100,2,2.0
22,22,0.487,100,2,2.0
23,23,0.4884,100,2,2.0
24,24,0.4872,100,2,2.0
25,25,0.4859,100,2,2.0
26,26,0.4832,100,2,2.0
27,27,0.481,100,2,2.0
28,28,0.4794,100,2,2.0
29,29,0.4807,100,2,2.0
30,30,0.4787,100,2,2.0
31,31,0.4778,100,2,2.0
32,32,0.4768,100,2,2.0
33,33,0.4775,100,2,2.0
34,34,0.479,100,2,2.0
35,35,0.475,100,2,2.0
36,36,0.4736,100,2,2.0
37,37,0.4711,100,2,2.0
38,38,0.4729,100,2,2.0
39,39,0.4744,100,2,2.0
40,40,0.4684,100,2,2.0
0,0,0.05,1,0,0.0
1,1,0.1477,1,0,0.0
2,2,0.2879,1,0,0.0
3,3,0.3598,1,0,0.0
4,4,0.3987,1,0,0.0
5,5,0.4234,1,0,0.0
6,6,0.4472,1,0,0.0
7,7,0.4639,1,0,0.0
8,8,0.4771,1,0,0.0
9,9,0.4785,1,0,0.0
10,10,0.493,1,0,0.0
11,11,0.4893,1,0,0.0
12,12,0.502,1,0,0.0
13,13,0.4943,1,0,0.0
14,14,0.4957,1,0,0.0
15,15,0.4998,1,0,0.0
16,16,0.4986,1,0,0.0
17,17,0.4916,1,0,0.0
18,18,0.4932,1,0,0.0
19,19,0.4935,1,0,0.0
20,20,0.4855,1,0,0.0
21,21,0.4916,1,0,0.0
22,22,0.4861,1,0,0.0
23,23,0.4827,1,0,0.0
24,24,0.4814,1,0,0.0
25,25,0.4788,1,0,0.0
26,26,0.4788,1,0,0.0
27,27,0.4797,1,0,0.0
28,28,0.4718,1,0,0.0
29,29,0.4748,1,0,0.0
30,30,0.4673,1,0,0.0
31,31,0.4684,1,0,0.0
32,32,0.4666,1,0,0.0
33,33,0.4692,1,0,0.0
34,34,0.4624,1,0,0.0
35,35,0.4639,1,0,0.0
36,36,0.4635,1,0,0.0
37,37,0.4644,1,0,0.0
38,38,0.4592,1,0,0.0
39,39,0.4602,1,0,0.0
40,40,0.4652,1,0,0.0
0,0,0.0512,100,5,2.0
1,1,0.1767,100,5,2.0
2,2,0.3191,100,5,2.0
3,3,0.3849,100,5,2.0
4,4,0.4264,100,5,2.0
5,5,0.4559,100,5,2.0
6,6,0.4708,100,5,2.0
7,7,0.4837,100,5,2.0
8,8,0.4956,100,5,2.0
9,9,0.5009,100,5,2.0
10,10,0.503,100,5,2.0
11,11,0.5057,100,5,2.0
12,12,0.5081,100,5,2.0
13,13,0.5114,100,5,2.0
14,14,0.5088,100,5,2.0
15,15,0.5057,100,5,2.0
16,16,0.505,100,5,2.0
17,17,0.507,100,5,2.0
18,18,0.5122,100,5,2.0
19,19,0.5019,100,5,2.0
20,20,0.5032,100,5,2.0
21,21,0.5003,100,5,2.0
22,22,0.4994,100,5,2.0
23,23,0.4944,100,5,2.0
24,24,0.4924,100,5,2.0
25,25,0.4901,100,5,2.0
26,26,0.4897,100,5,2.0
27,27,0.4902,100,5,2.0
28,28,0.4877,100,5,2.0
29,29,0.4868,100,5,2.0
30,30,0.4824,100,5,2.0
31,31,0.4787,100,5,2.0
32,32,0.4816,100,5,2.0
33,33,0.4794,100,5,2.0
34,34,0.4764,100,5,2.0
35,35,0.4727,100,5,2.0
36,36,0.4778,100,5,2.0
37,37,0.4745,100,5,2.0
38,38,0.47,100,5,2.0
39,39,0.4728,100,5,2.0
40,40,0.4714,100,5,2.0
0,0,0.0532,10,3,1.0
1,1,0.1845,10,3,1.0
2,2,0.3398,10,3,1.0
3,3,0.3995,10,3,1.0
4,4,0.4406,10,3,1.0
5,5,0.4661,10,3,1.0
6,6,0.4799,10,3,1.0
7,7,0.4936,10,3,1.0
8,8,0.4994,10,3,1.0
9,9,0.504,10,3,1.0
10,10,0.5095,10,3,1.0
11,11,0.5143,10,3,1.0
12,12,0.5153,10,3,1.0
13,13,0.5124,10,3,1.0
14,14,0.5108,10,3,1.0
15,15,0.5112,10,3,1.0
16,16,0.5041,10,3,1.0
17,17,0.5054,10,3,1.0
18,18,0.5036,10,3,1.0
19,19,0.4988,10,3,1.0
20,20,0.4986,10,3,1.0
21,21,0.5013,10,3,1.0
22,22,0.4947,10,3,1.0
23,23,0.4904,10,3,1.0
24,24,0.4867,10,3,1.0
25,25,0.485,10,3,1.0
26,26,0.4815,10,3,1.0
27,27,0.479,10,3,1.0
28,28,0.4802,10,3,1.0
29,29,0.4737,10,3,1.0
30,30,0.4724,10,3,1.0
31,31,0.4734,10,3,1.0
32,32,0.4668,10,3,1.0
33,33,0.4725,10,3,1.0
34,34,0.4683,10,3,1.0
35,35,0.4661,10,3,1.0
36,36,0.47,10,3,1.0
37,37,0.4642,10,3,1.0
38,38,0.4677,10,3,1.0
39,39,0.4636,10,3,1.0
40,40,0.4647,10,3,1.0
0,0,0.05,10,1,1.0
1,1,0.1444,10,1,1.0
2,2,0.3534,10,1,1.0
3,3,0.409,10,1,1.0
4,4,0.4447,10,1,1.0
5,5,0.4684,10,1,1.0
6,6,0.4833,10,1,1.0
7,7,0.4907,10,1,1.0
8,8,0.5018,10,1,1.0
9,9,0.5049,10,1,1.0
10,10,0.5114,10,1,1.0
11,11,0.5039,10,1,1.0
12,12,0.5117,10,1,1.0
13,13,0.507,10,1,1.0
14,14,0.5066,10,1,1.0
15,15,0.5104,10,1,1.0
16,16,0.5034,10,1,1.0
17,17,0.503,10,1,1.0
18,18,0.5062,10,1,1.0
19,19,0.5013,10,1,1.0
20,20,0.4985,10,1,1.0
21,21,0.4981,10,1,1.0
22,22,0.4923,10,1,1.0
23,23,0.4921,10,1,1.0
24,24,0.4893,10,1,1.0
25,25,0.4864,10,1,1.0
26,26,0.4854,10,1,1.0
27,27,0.487,10,1,1.0
28,28,0.4774,10,1,1.0
29,29,0.4832,10,1,1.0
30,30,0.4846,10,1,1.0
31,31,0.4757,10,1,1.0
32,32,0.4787,10,1,1.0
33,33,0.4793,10,1,1.0
34,34,0.4725,10,1,1.0
35,35,0.4704,10,1,1.0
36,36,0.4708,10,1,1.0
37,37,0.4766,10,1,1.0
38,38,0.4719,10,1,1.0
39,39,0.4756,10,1,1.0
40,40,0.4723,10,1,1.0
0,0,0.051,10,7,1.0
1,1,0.1802,10,7,1.0
2,2,0.34,10,7,1.0
3,3,0.3973,10,7,1.0
4,4,0.4381,10,7,1.0
5,5,0.4598,10,7,1.0
6,6,0.4779,10,7,1.0
7,7,0.4947,10,7,1.0
8,8,0.5001,10,7,1.0
9,9,0.5053,10,7,1.0
10,10,0.5087,10,7,1.0
11,11,0.5148,10,7,1.0
12,12,0.511,10,7,1.0
13,13,0.5116,10,7,1.0
14,14,0.5079,10,7,1.0
15,15,0.5108,10,7,1.0
16,16,0.5023,10,7,1.0
17,17,0.503,10,7,1.0
18,18,0.4993,10,7,1.0
19,19,0.4949,10,7,1.0
20,20,0.4929,10,7,1.0
21,21,0.4935,10,7,1.0
